,quarterlyRepurchaseOfCapitalStock,trailingSellingGeneralAndAdministration,annualSellingGeneralAndAdministration,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualRepurchaseOfCapitalStock,annualBeginningCashPosition,quarterlyDilutedAverageShares,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,trailingInterestExpense,quarterlyTotalRevenue,annualNetOtherFinancingCharges,quarterlyStockBasedCompensation,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualInterestExpense,trailingNetIncomeContinuousOperations,quarterlyOtherNonCashItems,annualBasicAverageShares,annualChangeInAccountPayable,annualNetIncomeCommonStockholders,annualOtherIntangibleAssets,quarterlyPretaxIncome,annualFreeCashFlow,quarterlyCashDividendsPaid,quarterlyBasicAverageShares,quarterlyPurchaseOfBusiness,annualCommonStockIssuance,quarterlyRetainedEarnings,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,annualDilutedEPS,annualTotalLiabilitiesNetMinorityInterest,trailingNetIncomeCommonStockholders,annualTaxProvision,quarterlyStockholdersEquity,quarterlyGoodwill,annualDilutedAverageShares,quarterlyNetOtherInvestingChanges,annualTotalAssets,annualNetIncome,annualPurchaseOfBusiness,annualCashDividendsPaid,annualCurrentDebt,annualOtherNonCashItems,quarterlyBasicEPS,quarterlyNetIncome,annualAccountsReceivable,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyDilutedEPS,annualStockholdersEquity,annualLongTermDebt,quarterlyLongTermDebt,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfInvestment,trailingPretaxIncome,quarterlyOperatingCashFlow,annualDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualRetainedEarnings,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,trailingNetIncome,annualStockBasedCompensation,annualGoodwill,quarterlyTaxProvision,annualChangeInWorkingCapital,quarterlyChangeInCashSupplementalAsReported,quarterlyCommonStockIssuance,annualOperatingCashFlow,annualSaleOfInvestment,annualGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIntangibleAssets,annualTotalRevenue,annualOperatingIncome,annualCapitalStock,trailingTotalRevenue,annualEndCashPosition,annualRepaymentOfDebt,annualNetOtherInvestingChanges,annualCashFlowFromContinuingFinancingActivities,annualBasicEPS,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualPretaxIncome,annualInvestmentsAndAdvances,quarterlyCashAndCashEquivalents,quarterlyDepreciationAndAmortization,annualAccountsPayable,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlySaleOfInvestment,quarterlyPurchaseOfInvestment,quarterlyGrossPPE,quarterlyCapitalExpenditure,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingInvestingCashFlow,trailingChangeInAccountPayable,annualOtherNonCurrentAssets,trailingOtherNonCashItems,quarterlyTotalNonCurrentAssets,annualOperatingExpense,quarterlyCurrentDeferredRevenue,trailingCashDividendsPaid,quarterlyIncomeTaxPayable,trailingChangeInWorkingCapital,quarterlyCurrentLiabilities,annualCostOfRevenue,quarterlyGrossProfit,trailingBasicAverageShares,annualEbitda,trailingOperatingIncome,quarterlyResearchAndDevelopment,annualChangeInInventory,annualNonCurrentDeferredRevenue,trailingOperatingCashFlow,trailingTaxProvision,trailingPurchaseOfBusiness,quarterlyOperatingExpense,quarterlyChangesInAccountReceivables,annualNetPPE,quarterlyOtherNonCurrentLiabilities,trailingNetOtherFinancingCharges,annualIncomeTaxPayable,annualInventory,quarterlyOtherIncomeExpense,annualTotalNonCurrentAssets,trailingDeferredIncomeTax,trailingResearchAndDevelopment,annualCapitalExpenditure,quarterlyDeferredIncomeTax,trailingSaleOfInvestment,annualCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,trailingCashFlowFromContinuingFinancingActivities,trailingDilutedEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingFreeCashFlow,quarterlyCurrentAssets,quarterlyEbitda,trailingNetOtherInvestingChanges,quarterlyCostOfRevenue,trailingRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,annualAccumulatedDepreciation,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherCurrentLiabilities,quarterlyInventory,quarterlyOtherNonCurrentAssets,annualChangesInAccountReceivables,quarterlyOtherShortTermInvestments,quarterlyOtherCurrentAssets,annualOtherIncomeExpense,trailingDilutedAverageShares,annualGrossPPE,annualOtherNonCurrentLiabilities,annualGrossProfit,annualNonCurrentDeferredTaxesLiabilities,trailingCommonStockIssuance,trailingOperatingExpense,quarterlyAccumulatedDepreciation,annualCurrentDeferredRevenue,trailingEndCashPosition,trailingChangeInCashSupplementalAsReported,annualOtherCurrentAssets,quarterlyNonCurrentDeferredRevenue,trailingCapitalExpenditure,annualOtherShortTermInvestments,annualDeferredIncomeTax,trailingStockBasedCompensation,trailingCostOfRevenue,annualOtherCurrentLiabilities,trailingRepurchaseOfCapitalStock,trailingGrossProfit,trailingDepreciationAndAmortization,quarterlyNetPPE,trailingChangeInInventory,trailingBeginningCashPosition,quarterlyChangeInInventory,annualCurrentLiabilities,trailingBasicEPS
1467244800,0.0,,,-3000000.0,52773000000.0,71000000.0,1100000000.0,,,331000000.0,-135000000.0,2000000.0,,,,-95000000.0,,,,,1131000000.0,3259000000.0,,,146000000.0,,,,,-135000000.0,,-205000000.0,331000000.0,,,-3669000000.0,40000000.0,-33000000.0,,,,,7702000000.0,,,283000000.0,,,,,,,-0.43,-135000000.0,,54551000000.0,0.0,-0.43,,,3565000000.0,-3563000000.0,,,326000000.0,,-135000000.0,,,,71000000.0,,,,,,22000000.0,,,,,,,,,,,,,,,-142000000.0,60475000000.0,326000000.0,1109000000.0,339000000.0,,,1131000000.0,,,528000000.0,101000000.0,918000000.0,-1689000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,0.0,,,1000000.0,47958000000.0,71000000.0,1010000000.0,,,331000000.0,511000000.0,15000000.0,,,,526000000.0,,0.0,,,1254000000.0,4296000000.0,,,117000000.0,,,,,511000000.0,,-199000000.0,331000000.0,,,-3350000000.0,9000000.0,-36000000.0,,,,,7931000000.0,,,718000000.0,,,,,,,1.52,511000000.0,,47401000000.0,0.0,1.52,,,3531000000.0,-4514000000.0,,,341000000.0,,511000000.0,,,,71000000.0,,,,,,123000000.0,,,,,555000000.0,,,,,,,,,,504000000.0,55889000000.0,341000000.0,1131000000.0,339000000.0,,,1254000000.0,,,494000000.0,96000000.0,2829000000.0,-678000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,0.0,,71000000.0,36000000.0,49524000000.0,211000000.0,-397000000.0,-116000000.0,1110000000.0,331000000.0,1019000000.0,33000000.0,623000000.0,1208000000.0,,1036000000.0,0.0,0.0,,98000000.0,1208000000.0,-277000000.0,394000000.0,,7000000.0,331900000.0,46000000.0,595000000.0,554000000.0,1019000000.0,1352000000.0,-187000000.0,331000000.0,0.0,,-2518000000.0,10000000.0,-35000000.0,1.79,49524000000.0,,,7356000000.0,,331900000.0,774000000.0,56880000000.0,623000000.0,-555000000.0,-799000000.0,460000000.0,446000000.0,3.06,1019000000.0,,46681000000.0,0.0,3.06,7356000000.0,3497000000.0,3497000000.0,-92000000.0,-4712000000.0,,323000000.0,2000000.0,1019000000.0,4445000000.0,-2518000000.0,,,,1000000.0,,,80000000.0,-46000000.0,,1352000000.0,9033000000.0,-397000000.0,554000000.0,728000000.0,623000000.0,339000000.0,,1208000000.0,-2949000000.0,1351000000.0,-5699000000.0,1.79,1012000000.0,56880000000.0,323000000.0,1254000000.0,339000000.0,623000000.0,46681000000.0,1208000000.0,1000000.0,211000000.0,460000000.0,98000000.0,3253000000.0,-1606000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490918400,0.0,,,-9000000.0,49546000000.0,117000000.0,-351000000.0,,,331100000.0,76000000.0,116000000.0,,,,93000000.0,,,,,1073000000.0,1168000000.0,,,157000000.0,,,,,76000000.0,,-186000000.0,331000000.0,,,-2628000000.0,10000000.0,-3065000000.0,,,,,7292000000.0,,,-50000000.0,,,,,,,0.21,76000000.0,,45047000000.0,0.0,0.21,,,434000000.0,-1693000000.0,,,390000000.0,,76000000.0,,,,,,,,,,-135000000.0,,,,,554000000.0,,,,,,,,,,69000000.0,56838000000.0,390000000.0,1208000000.0,339000000.0,,,1073000000.0,1000000.0,,434000000.0,98000000.0,3196000000.0,-2273000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,0.0,,,26000000.0,48966000000.0,133000000.0,-230000000.0,,,346500000.0,24000000.0,22000000.0,,,,40000000.0,,,,,1122000000.0,-210000000.0,,,3000000.0,,,,,24000000.0,,-191000000.0,346400000.0,,,-2800000000.0,10000000.0,-27000000.0,,,,,7745000000.0,,,152000000.0,,,,,,,0.05,24000000.0,,46570000000.0,0.0,0.05,,,405000000.0,-30000000.0,,,289000000.0,,24000000.0,,,,,,,,,,49000000.0,,,,,553000000.0,,,,,,,,,,17000000.0,56711000000.0,289000000.0,1073000000.0,340000000.0,,,1122000000.0,1000000.0,,405000000.0,112000000.0,3999000000.0,-6126000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,-173000000.0,,,14000000.0,56699000000.0,183000000.0,-140000000.0,,,364900000.0,286000000.0,-8000000.0,,,,303000000.0,,2000000.0,,,1098000000.0,-7352000000.0,,,130000000.0,,,,,286000000.0,,-203000000.0,364700000.0,,,-2729000000.0,10000000.0,-25000000.0,,,,,8791000000.0,,,-341000000.0,,,,,,,0.74,286000000.0,,53095000000.0,161000000.0,0.74,,,380000000.0,7072000000.0,,,256000000.0,,286000000.0,,,,,,,,,,-24000000.0,735000000.0,,,,552000000.0,,,,,,,,,,271000000.0,65490000000.0,256000000.0,1122000000.0,488000000.0,,,1098000000.0,1000000.0,,380000000.0,140000000.0,4966000000.0,-3104000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,0.0,,42000000.0,50000000.0,61622000000.0,299000000.0,-345000000.0,-173000000.0,1208000000.0,391500000.0,385000000.0,33000000.0,771000000.0,1046000000.0,,405000000.0,24000000.0,1000000.0,,-162000000.0,1046000000.0,-4934000000.0,524000000.0,,66000000.0,358600000.0,81000000.0,733000000.0,551000000.0,385000000.0,1260000000.0,-215000000.0,391300000.0,,1238000000.0,-2562000000.0,12000000.0,-24000000.0,2.04,61622000000.0,,,8754000000.0,,358700000.0,-28000000.0,70376000000.0,771000000.0,,-795000000.0,357000000.0,,0.96,385000000.0,0.0,57109000000.0,5000000.0,0.96,8754000000.0,357000000.0,357000000.0,4557000000.0,-12858000000.0,,325000000.0,3000000.0,385000000.0,-11328000000.0,-2562000000.0,0.0,,,4000000.0,,,163000000.0,-52000000.0,0.0,1260000000.0,15309000000.0,-345000000.0,551000000.0,841000000.0,,488000000.0,,1046000000.0,-3141000000.0,-267000000.0,9906000000.0,2.04,376000000.0,70376000000.0,325000000.0,1098000000.0,488000000.0,771000000.0,57109000000.0,1046000000.0,0.0,299000000.0,357000000.0,174000000.0,3148000000.0,-1355000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,,,,3000000.0,60883000000.0,670000000.0,-966000000.0,,,391500000.0,,6000000.0,,,,442000000.0,,1000000.0,,,1358000000.0,1287000000.0,,,,,,,,424000000.0,,-220000000.0,391300000.0,,,-2358000000.0,10000000.0,-21000000.0,,,,,8338000000.0,,,,,,,,,,1.06,424000000.0,,55948000000.0,,1.06,,,336000000.0,-1580000000.0,,,288000000.0,,424000000.0,,,,,,,,,,-5000000.0,,,,,,,,,,,,,,,415000000.0,69221000000.0,288000000.0,1363000000.0,488000000.0,,,972000000.0,1000000.0,,,206000000.0,2077000000.0,-1576000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,,,25000000.0,64096000000.0,450000000.0,-1111000000.0,,,405200000.0,,-117000000.0,,,,311000000.0,,2000000.0,,,1310000000.0,-592000000.0,,,,,,,,293000000.0,,-227000000.0,404900000.0,,,-2299000000.0,10000000.0,-21000000.0,,,,,9042000000.0,,,,,,,,,,0.7,293000000.0,,57153000000.0,,0.7,,,313000000.0,422000000.0,,,122000000.0,,293000000.0,,,,,,,,,,-48000000.0,,,,,,,,,,,,,,,284000000.0,73138000000.0,122000000.0,1358000000.0,488000000.0,,,863000000.0,0.0,,,237000000.0,6255000000.0,-3611000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,,,,,82404000000.0,650000000.0,-1304000000.0,,,462700000.0,,134000000.0,,,,261000000.0,,2000000.0,,,1527000000.0,-17652000000.0,,,,,,,,216000000.0,,-252000000.0,462300000.0,,,-2343000000.0,14000000.0,-21000000.0,,,,,9627000000.0,,,,,,,,,,0.45,216000000.0,,72474000000.0,,0.45,,,291000000.0,17439000000.0,,,430000000.0,,216000000.0,,,,,,,,,,217000000.0,817000000.0,,,,,,,,,,,,,,207000000.0,92031000000.0,430000000.0,1310000000.0,489000000.0,,,1071000000.0,24000000.0,,,312000000.0,5628000000.0,-2983000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,0.0,,45000000.0,,99335000000.0,518000000.0,-943000000.0,0.0,1363000000.0,504200000.0,,-2000000.0,129000000.0,921000000.0,,-785000000.0,,1000000.0,,157000000.0,1520000000.0,-10979000000.0,1173000000.0,,,441100000.0,,93000000.0,,-804000000.0,1113000000.0,-275000000.0,504200000.0,,2611000000.0,-3433000000.0,11000000.0,-15000000.0,0.21,99335000000.0,,,9906000000.0,,441400000.0,0.0,109241000000.0,129000000.0,0.0,-974000000.0,,,-1.61,-804000000.0,,84333000000.0,,-1.61,9906000000.0,275000000.0,275000000.0,10699000000.0,-12401000000.0,,273000000.0,25000000.0,-804000000.0,-27936000000.0,-3433000000.0,,,,6000000.0,,,21000000.0,-7000000.0,1006000000.0,1113000000.0,22290000000.0,-943000000.0,,229000000.0,,489000000.0,,1520000000.0,-78000000.0,30000000.0,26980000000.0,0.21,-813000000.0,109241000000.0,273000000.0,1527000000.0,489000000.0,129000000.0,84333000000.0,921000000.0,0.0,518000000.0,,418000000.0,8330000000.0,-4231000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553990400,,,,,108306000000.0,795000000.0,-543000000.0,,,537200000.0,,40000000.0,,,,284000000.0,,2000000.0,,,1446000000.0,-11287000000.0,,,,,,,,265000000.0,,-298000000.0,536700000.0,,,-3467000000.0,10000000.0,-13000000.0,,,,,10501000000.0,526000000.0,,,,,,,,,0.48,265000000.0,,95391000000.0,,0.47,,,266000000.0,10884000000.0,,,329000000.0,,265000000.0,,,,,,,,,,-74000000.0,,,,,,,,,,,,,,,255000000.0,118807000000.0,329000000.0,1520000000.0,716000000.0,,,929000000.0,0.0,,,541000000.0,4691000000.0,-8049000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,,,,,96230000000.0,917000000.0,-164000000.0,,,537800000.0,,-54000000.0,,,,-424000000.0,,3000000.0,,,1659000000.0,511000000.0,,,,,,,,-444000000.0,,-289000000.0,537800000.0,,,-4194000000.0,11000000.0,-15000000.0,,,,,10346000000.0,526000000.0,,,,,,,,,-0.85,-444000000.0,,94423000000.0,,-0.85,,,251000000.0,-533000000.0,,,235000000.0,,-444000000.0,,,,,,,,,,213000000.0,,,,,,,,,,,,,,,-457000000.0,106576000000.0,235000000.0,1446000000.0,716000000.0,,,870000000.0,0.0,,,570000000.0,3297000000.0,-16929000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569801600,,,,,99548000000.0,368000000.0,82000000.0,,,546400000.0,,-52000000.0,,,,15000000.0,,3000000.0,,,1640000000.0,-4215000000.0,,,,,,,,-4000000.0,,-276000000.0,546400000.0,,,-4473000000.0,10000000.0,-14000000.0,,,,,10213000000.0,526000000.0,,,,,,,,,-0.03,-4000000.0,,100898000000.0,,-0.03,,,238000000.0,3953000000.0,,,243000000.0,,-4000000.0,,,,,,,,,,-19000000.0,0.0,,,,,,,,,,,,,,-17000000.0,109761000000.0,243000000.0,1659000000.0,716000000.0,,,906000000.0,0.0,,,557000000.0,1470000000.0,-4414000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577750400,,47000000.0,,,102041000000.0,424000000.0,97000000.0,,,542600000.0,,,,831000000.0,2149000000.0,896000000.0,,,,,,,,688000000.0,,,,,,871000000.0,,,541400000.0,,,-3886000000.0,16000000.0,,,102041000000.0,628000000.0,,11041000000.0,526000000.0,,,113082000000.0,,,,,,1.56,871000000.0,,100539000000.0,,1.56,11041000000.0,228000000.0,228000000.0,,,688000000.0,,,871000000.0,,-3886000000.0,,,688000000.0,,526000000.0,,,,,,,97000000.0,,,,937000000.0,771000000.0,,,,,,847000000.0,113082000000.0,,,937000000.0,,100539000000.0,831000000.0,,424000000.0,,481000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
